Dialogue,Character,Label
I guess I won't be needing this.  That's better.,spongebob,1
The poor little guy. All he wanted was to spread a little joy.,not spongebob,0
I'd better get this stuff off of Squid's place.,spongebob,1
"Ho, ho, ho! Ho, ho, ho!",not spongebob,0
Huh? Hello? Who's there? Huh? Hello?,spongebob,1
"Ho, ho, ho! Ho, ho, ho!",not spongebob,0
Hello? Yes. Who's there? Huh? Hello? Show yourself. Yoo-hoo. Hello? Who is it? Huh?,spongebob,1
"Up here, you dunce.  I mean, uh... Merry Christmas, little boy!",not spongebob,0
C-c-could it be?,spongebob,1
"Yes, it is I, Santa Claus. Ho, ho, ho...",not spongebob,0
"Hey, you're S-S-S-S-S-S-S-S-San...  S-S-S-S-S-S-S-S-San...  S-S-S-S-S-S-S-S-San...",spongebob,1
"Hey, uh, kid, take it easy.",not spongebob,0
S-S-S-S-S-S-S-S-San... ta...,spongebob,1
SpongeBob? SpongeBob? SpongeBob?!,not spongebob,0
S-S-S-S-S-S-S-S-San...,spongebob,1
Don't do that again.,not spongebob,0
"I knew you'd make it, Santa. Hey, Santa, where's your big, round belly?",spongebob,1
"Well, that, um, is a result of, uh, undersea pressure on my body.",not spongebob,0
Where's your reindeer? And your flying machine?,spongebob,1
"Uhh, I loaned them to the Easter bunny.",not spongebob,0
"And what about that nose?  I knew you were supposed to have a big one, but that thing's gigantic.",spongebob,1
Alright! I'm Santa.,not spongebob,0
Santa! This is the greatest you could've given me. Thank you for bringing Christmas to Bikini Bottom.,spongebob,1
"I didn't bring Christmas to Bikini Bottom, SpongeBob; you did.",not spongebob,0
I did?,spongebob,1
Meow.,not spongebob,0
"Merry Christmas, SpongeBob. Merry Christmas! Whew! I'm glad that's over.",not spongebob,0
"Do you have a present for me, Santa?",not spongebob,0
"Oh, well, uhh, you see, I'm not really...",not spongebob,0
"Go ahead, Santa Claus. See, he is real. He made my Christmas wish come true, he won't let you down.",spongebob,1
"Uhh, right, just a second.  C'mon, let's see. What do little girls like? A book of matches? Or a shaving kit? A copy of my birth certificate? There's got to be something around here. Think. Think. Think. Ha! Perfect!  There you go, little girl! Ho, ho, ho!",not spongebob,0
"Thanks, Santa.",not spongebob,0
That almost felt good.  I didn't... who?,not spongebob,0
"Hey, Santa, where's my present?",not spongebob,0
And mine!,not spongebob,0
And what about me?,not spongebob,0
"Uhh... let's see what Santa has for all you good people.  Think fast, Santa. Gifts for good people. A-ha! A bowl of mashed potatoes for you.",not spongebob,0
"Thank you, Santa. This is just what I wanted.  A new hairstyle.",not spongebob,0
"Thanks, Santa.",not spongebob,0
"Here you go, Patrick.",not spongebob,0
Wow.  A wrist watch.,not spongebob,0
"Thank you, Santa!",not spongebob,0
What was I thinking? I gave away all my stuff just 'cause SpongeBob wouldn't be sad. Am I insane?  You might as well take the door. It's all that's left.,not spongebob,0
"Squidward! You missed him! He was here just like I said! He gave us all presents. He was jolly and he had a beard. His nose was big and he had rosy cheeks. He was friendly and kind.  And Santa is... oh, his belly was small, but his nose was huge with Christmas joy. He was so nice Squidward...",spongebob,1
"Well, at least it's over.  Huh? What's this?",not spongebob,0
"Dear Squidward, thanks for all your help! You've been a real good boy this year. Warm regards, Santa Claus.  Ho, ho, ho! Ho, ho, ho!  Ho, ho, ho, ho, ho. Merry Christmas! Ho, ho, ho, ho, ho. Ho, ho, ho, ho.",not spongebob,0
"Yup, I'm insane.",not spongebob,0
Merry Christmas!,not spongebob,0
"Dee dee, dee dee dee dee.",not spongebob,0
"Ahoy, Patrick! It's Christmas Island!",spongebob,1
"Presents, ahoy.",not spongebob,0
"Hooray!  Oh, a storm!",spongebob,1
Yay! I mean yikes!,not spongebob,0
"Oh, we're going down!  Trim the sails! Hoist the yardarms! Turn on the Weather Channel!",not spongebob,0
Patchy?,not spongebob,0
"Oh, hi kids. Boy, that SpongeBob makes me as jolly as a roger. Well, I hope you enjoyed SpongeBob's Christmas tale. And I hope your Christmas is better than sunken treasure.  Aw... Potty left me a little Christmas present.  Argh, ye old mistletoe. And you know what that means.  Ah, time for somebody to kiss Patchy the Pirate!  Come on, who's it gonna be? Come on! Kiss the captain!",not spongebob,0
Give us a kiss!,not spongebob,0
"No! No, not you!  No, not you Potty! Get out of here! No, Potty! I don't wanna kiss you! No, we talked about this. Potty! No!",not spongebob,0
"Kissy, kissy!",not spongebob,0
"Well, it looks like Patchy's pretty busy at the moment, so I'll say it for him. Good night, and happy holidays.",not spongebob,0
"Okay, Karen. Which one's better?",not spongebob,0
"If I had eyes, I'd be rolling them right now.",not spongebob,0
"Oh, thanks for the help. Ya know, details like this can be very important to the customers.",not spongebob,0
Customers? What customers?,not spongebob,0
"Well, uh.....  ...like those customers, who just pulled up.  Well, hello, gentlemen, and welcome to the Chum Bucket! Would you like seating inside or outside?",not spongebob,0
Seating for what?,not spongebob,0
"For the Chum Bucket! Where you can enjoy a nice helping of chum.  Oh, boy this is so...  ...good. The chum is.",not spongebob,0
"Wait a minute, eating chum? Do people do that?",not spongebob,0
"Look, are you gonna eat or not!?",not spongebob,0
Yeah. I'll gonna have two Krabby Patties.,not spongebob,0
"Oh yeah, two.",not spongebob,0
We couldn't find parking over at the Krusty Krab.,not spongebob,0
"Now what was I saying? Oh right.  I'm tired of the Krusty Krab taking all of my business! We're doomed, Karen! Doomed, I tell you!",not spongebob,0
"Well, why don't you do what all good business owners do?",not spongebob,0
What would that be?,not spongebob,0
"Advertise your product, of course.",not spongebob,0
Advertising?  I can't believe it took me so long to come up with this,not spongebob,0
"Now let's see, Q no... P no...Ah, here it is, L! There, it's perfect! Chum is metabolic fuel! You really did it this time ol' Planky. Oh yeah, who's a genius. ♪Have you seen this, seen this, seen my genius, genius, genius, genius.♪",not spongebob,0
Chum is... meh...,not spongebob,0
"Hello, sir, and welcome to the Chum Bucket! Er, sir?",not spongebob,0
...META...A...TAB...TAB...AB...BOL...IC...,not spongebob,0
Forget about what that word means! There's a fire breaking out the language lobes!,not spongebob,0
We need to get outta here!,not spongebob,0
The door's jammed!,not spongebob,0
Push harder!,not spongebob,0
...METAB...BO...,not spongebob,0
"Sir, your head, it's on fire.  The drink, use the drink!",not spongebob,0
"It's kelp juice, you want some?  HEY! What kind of friend are you?",not spongebob,0
Friend? I didn't even know y-,not spongebob,0
Go ahead. Say you're sorry.,not spongebob,0
"Uh, I'm sorry?",not spongebob,0
"Okay, I forgive you. And... I'm sorry for yelling. Okay, so can I tell you something honestly?",not spongebob,0
Whatever.,not spongebob,0
It's about your sign. These words make my head sad.,not spongebob,0
I don't get it.,not spongebob,0
"It's okay, little fella. I don't either.",not spongebob,0
"Okay, Freakshow, you just wait. In a few minutes, this sign will attract more than you can count.",not spongebob,0
A few minutes later...,not spongebob,0
"Uhh, what's that number before one?",not spongebob,0
Zero.,not spongebob,0
"Oh right, congratulations, you have zero customers!",not spongebob,0
"Okay, so it may take a little longer than a few minutes.",not spongebob,0
A little longer than a few minutes later...,not spongebob,0
"Wait, what are we doing again?  There we go! Chum is Fum!",not spongebob,0
What the? This says Chum is Fum. You've changed my sign to Chum is Fum? That's the dumbest thing I've ever heard.,not spongebob,0
They seem to think it's interesting.,not spongebob,0
"Apparently, dumb sells chum. And I believe I've just found our Advertising Director.",not spongebob,0
"Only two customers? Customers are looking kinda scarce.  Must be low tide or something, eh Squidward?",not spongebob,0
They've all gone to the Chum Bucket.,not spongebob,0
The Chum Bucket?  Chum...is...Fum? SpongeBob!,not spongebob,0
"Yes, sir?",spongebob,1
"SpongeBob, we have a situation.",not spongebob,0
I'm on it.,spongebob,1
Five.,spongebob,1
Four.,spongebob,1
Three.,spongebob,1
Two.,spongebob,1
One.,spongebob,1
"SpongeBob, I'm afraid our worst fears have been realized.",not spongebob,0
Ah! Goofy Goober is going non-dairy?,spongebob,1
No.,not spongebob,0
Ooh. Slide show.,spongebob,1
"A few hours ago, the Chum Bucket was, as it should be, a desolate no-man's land.  There's only one way he could have changed things around so quickly.  Plankton must have slipped into the Krusty Krab while you weren't looking.",not spongebob,0
"Hey, that's my legs.",spongebob,1
He stole the formuler.,not spongebob,0
I thought you'd say that.  So we need to infiltrate the Chum Bucket and steal the formular back.,not spongebob,0
"SpongeBob, how you holding up boy?",not spongebob,0
"Not so good, Mr. Krabs.",spongebob,1
Hold on now. We're almost there.,not spongebob,0
Two hours later...,not spongebob,0
Next!,not spongebob,0
"We made it, SpongeBob. We're in!",not spongebob,0
All I know is: Chum is Fum.,not spongebob,0
You said it. Chum is Fum.,not spongebob,0
Keep an eye peeled for anything suspiciourous,not spongebob,0
Like that door?,spongebob,1
"Eh...BINGO! Giddy up, boy, We're almost there.",not spongebob,0
Huh?,not spongebob,0
"Excuse me, would you like a free sample?",not spongebob,0
"No, uh  I'm full, thanks!",not spongebob,0
"No? How 'bout your little friend? Hi, SpongeBob!",not spongebob,0
Hi! I don't want a free sampl-,spongebob,1
Sure you do. Look out! She's gonna blow!,not spongebob,0
"Blegh, Aheh, Agh, Agheh",spongebob,1
"Huh? Well, he obviously didn't steal me formular, but how did he steal all my customers?",not spongebob,0
This chum tastes awful.,not spongebob,0
"Yeah, but that slogan is so catchy that we can't stop eatin' it.",not spongebob,0
CHUM IS FUM!,not spongebob,0
Ah hehehehehehe  Chum is fum! Ah he he!,not spongebob,0
"Come on, SpongeBob...",not spongebob,0
"I'm gonna see how our advertising guru is doing.  What brilliant slogans have you come up with this week, Patrick?",not spongebob,0
"Hm, huh?",not spongebob,0
Gah! You're supposed to be coming up with witty catchphrases to keep that rabble out there happy!  Chum is Fum...We kinda got that one already.,not spongebob,0
OOH I like that one!,not spongebob,0
"Agh. Oh well, if it ain't broke, don't fix it.  Keep up the good work...I guess...",not spongebob,0
You got it boss!,not spongebob,0
HEY EVERYONE! CHUM IS FUM!,not spongebob,0
"Hey Karen, check this out!",not spongebob,0
What now?,not spongebob,0
"You see, every time I make a sale the sound goes there, Watch!",not spongebob,0
How is that gonna help to boost sales?,not spongebob,0
"Karen, babe, you don't need help when you have a catchy slogan like mine.",not spongebob,0
"Don't look now, but I think your catchy slogan days are numbered.",not spongebob,0
Uhh...something's not right.,not spongebob,0
"Yeah, I know, I keep sayin' Chum is Fum but it...ehh...it's just not workin'.",not spongebob,0
I'm outta here.,not spongebob,0
Hmmmm....,not spongebob,0
PATRICK!,not spongebob,0
Huh?!,not spongebob,0
We're having a board meeting here! We need ideas!,not spongebob,0
"Hmmmm, Mhmmmm, Uh huuuh. I think I see the problem. Your potty has a shocky thing in it!",not spongebob,0
NO! That's not it you FOOL! We need a new slogan! You need to come up with another genius catchphrase like Chum is Fum! But different.,not spongebob,0
Oh... Gotcha. Hmmmmmm.,not spongebob,0
3 days later...,not spongebob,0
"I'm so happy that they changed that old tired slogan, Chum is Fum.",not spongebob,0
"Yeah, that new slogan Fum is Chum is way cooler.",not spongebob,0
Way cooler!,not spongebob,0
"Here's your Chum Bucket Supreme, enjoy! Patrick, my boy, you really earned that promotion!",not spongebob,0
"Thanks, boss.",not spongebob,0
Nothing can stop me now!,not spongebob,0
"You fellas look hungry, here you go!",not spongebob,0
"Excuse me, sir.  My resignation.",not spongebob,0
But you're my whole marketing department.,not spongebob,0
"I know, but I'm burned out. See?  Anyway, you can send my check to my home.",not spongebob,0
"Check? You want money for those stupid catchphrases? Anybody can sell to my idiot customers.  They're buffoons! Morons! They'll buy anything I sell them. They're the dumbest of the dumb!  The stupidest of the stupid!  They're dummies, dweebs and doodoo dunderheads! I can keep that rabble right where I want 'em! Huh?",not spongebob,0
"What was that part about doodoo dunderheads, eh?",not spongebob,0
